960	[Music]
6740	welcome
7740	to
7859	my
7980	unboxing
8130	of
8670	the
8910	simraceway
9710	s1
10710	now
11309	you
11370	might
11700	not
11910	recognize
12120	the
12780	brand
12990	simraceway
13769	when
14160	it
14280	comes
14490	to
14759	gaming
15630	peripherals
16260	however
17160	you'll
17490	probably
17730	recognize
18449	this
18960	one
19350	so
19619	co-developed
20279	with
20340	SteelSeries
21150	this
21600	is
22050	a
22350	racing
22949	wheel
23189	that
23789	uses
24920	motion
25920	control
26670	rather
27180	than
27480	actually
27869	being
28019	like
28439	fixed
29130	to
29429	an
29820	object
30660	like
30869	a
30900	table
31410	or
31740	like
32098	a
32130	huge
32700	chair
33030	setup
33450	so
34110	it
34230	uses
34410	motion
34739	control
35340	and
36290	the
37290	hugest
38129	variety
38820	of
38850	buttons
39420	that
39660	I
39690	think
39930	I've
40079	ever
40110	seen
40350	on
40680	a
40710	controller
41190	to
41850	give
42059	you
42300	a
42329	sim
42930	type
43350	feel
44070	and
44430	sim
44789	type
45059	flexibility
45780	and
45870	customization
46250	without
47250	being
47850	bolted
48149	down
48600	literally
49200	to
50039	a
50480	fixed
51480	furniture
52050	object
52620	and
52800	without
53070	taking
53250	up
53460	a
53579	ton
53760	of
53789	space
54180	in
54510	your
55020	home
55260	so
55920	motion
56370	controlled
56789	customizable
57510	driving
57809	experience
58260	steering
58800	shift
59070	and
59250	pedal
59609	controls
60030	all
60300	in
60690	your
60899	hands
61289	let's
61980	go
62129	ahead
62250	and
62640	see
62789	what
62910	else
63030	they
63180	have
63300	to
63329	say
63539	for
63600	themselves
64229	quick
64739	rotary
65129	dials
65519	for
65729	driving
66090	aids
66770	realistic
67770	racing
67890	wheel
68220	shifters
68670	cool
69030	okay
69420	responsive
70260	rpm
70650	/
70979	shift
71250	indicator
71549	lights
72290	customizable
73290	steering
73560	sensitivity
73770	rubberized
74700	racing
75060	wheel
75180	comfort
75630	grips
75869	and
76110	fully
76530	programmable
76830	15
77369	buttons
77580	and
77970	d-pad
78960	right
79680	full
80130	range
80340	throttle
80790	and
80850	brake
81000	controls
81390	and
81630	a
81659	high
81900	accuracy
82290	handheld
82920	motion
83220	controlled
83520	stewing
83759	package
84119	co-developed
84900	with
84930	steel
85170	series
85350	help
85680	it
86040	includes
86549	simraceway
87060	of
87299	the
87360	game
87570	however
88049	saying
88409	it
88560	includes
88829	simraceway
89250	the
89460	game
89729	is
89939	kind
90090	of
90210	like
90390	saying
90630	that
90810	it
90900	includes
91170	oxygen
91740	because
92070	simraceway
92520	is
92850	actually
93240	free
93570	to
93600	play
93900	which
94530	is
94560	pretty
94860	cool
95210	online
96210	world
96900	focused
97259	on
97350	live
97590	multiplayer
98100	racing
98490	for
98640	you
98700	to
98759	play
98939	no
99270	subscription
99900	fee
100079	simulation
101009	great
101159	driving
101400	physics
101640	laser
102060	scan
102329	tracks
102600	and
102780	proprietary
103320	skill
103590	matching
103860	technology
104189	for
104610	closer
104790	racing
105210	across
105360	all
105600	skill
105780	levels
105810	that
106170	can
106290	be
106350	a
106409	huge
106710	problem
106950	with
107100	racing
107520	games
107700	if
107909	you
107939	have
108119	that
108329	like
108540	super
109229	legit
109979	player
110520	that
111030	just
111090	sort
111750	of
111840	destroys
112350	everyone
112710	else
113009	it's
113250	not
113340	really
114060	fun
114630	to
114869	race
115140	when
115829	you're
116040	actually
116299	alone
117299	on
117509	the
117659	track
117960	and
118229	you
118259	have
118469	no
118920	chance
119250	of
119490	catching
119640	up
119939	to
120119	anyone
120509	or
120750	anyone
121049	catching
121380	up
121500	to
121590	you
121680	that's
121799	just
122040	boring
122310	um
123119	oh
123469	it
124469	also
124590	comes
124860	with
124950	ten
125189	dollars
125310	of
125549	in
125640	game
125820	currency
126000	so
126450	yes
126659	it's
126869	free
127110	to
127229	play
127439	but
127680	micro
128610	micro
129300	transaction
130050	driven
130410	so
130590	you
130679	can
130919	buy
131038	like
131310	cars
132100	stuff
132280	cool
132670	okay
133390	my
134140	understanding
134380	is
134770	people
135100	who
135190	like
135340	racing
135700	games
135910	like
136570	you
136930	know
137020	driving
137350	the
137590	cool
137770	car
138010	in
138160	the
138250	racing
138550	game
138730	and
138760	you
139300	know
139420	that
140080	sort
140290	of
140440	things
140650	so
140800	I'm
141580	not
141790	much
141940	of
141970	a
142150	racing
142540	game
142570	guy
142990	myself
143230	so
143740	so
144190	don't
144310	get
144430	me
144490	wrong
144580	although
145090	I
145210	shouldn't
145690	really
145810	call
146080	it
146290	I
146410	shouldn't
146650	really
146770	call
147010	it
147130	a
147220	game
147400	outright
147820	because
148440	simraceway
149440	is
149680	not
150160	it's
150880	more
151120	of
151240	a
151330	sim
151570	than
151750	a
151780	game
152020	so
152680	games
153370	tend
153700	to
153790	have
153940	more
154180	of
154330	an
154420	Arkady
155020	style
155530	of
155830	physics
156220	where
156490	it's
156670	not
156880	realistic
157330	but
158020	it
158140	might
158380	be
158530	easier
159010	or
159370	more
159610	fun
160150	for
160540	for
160960	novices
161350	whereas
161800	sims
162130	tend
162850	to
163000	be
163120	more
163240	realistic
163630	so
163960	it's
164110	easier
164500	to
164620	do
164740	things
164980	like
165250	spin
165910	out
166090	and
166120	crash
166350	but
167350	if
167890	you
168100	actually
168340	wanted
168910	to
169140	to
170140	practice
170560	I
170680	mean
170710	some
171010	sins
171250	even
171430	are
171640	used
171880	by
172030	professional
172540	drivers
172660	to
173020	practice
173380	a
173530	new
173650	a
173680	new
173950	track
174190	that
174400	they
174520	haven't
174700	that
175690	they
175810	haven't
176140	done
176230	before
176490	so
177490	if
177580	you
177670	want
177850	a
177880	more
178030	realistic
178450	driving
179050	experience
179560	then
179800	you
179920	definitely
180100	want
180430	to
180640	go
180760	with
180970	something
181180	that
181360	uses
181660	realistic
182260	physics
182650	and
183070	if
183460	I
183580	could
183790	get
183910	this
184120	package
184390	open
184960	I
185110	would
185260	be
185650	some
186370	kind
186730	of
186850	a
186970	hero
187210	man
187540	because
188110	this
188410	is
188700	unbelievable
189700	oh
191520	it
192520	should
192700	be
192730	noted
193090	though
193240	that
193270	just
193660	because
194290	it's
194470	compatible
194890	and
195460	comes
195760	with
195880	simraceway
196450	and
196780	comes
196990	with
197200	$10
197770	of
197890	in-game
198160	money
198400	it
198730	is
199120	actually
200110	compatible
200740	with
201160	any
201430	other
201670	pc
202120	racing
202480	game
202630	as
202780	well
202960	so
203380	they
203530	list
203770	a
203890	bunch
204070	of
204190	them
204460	on
204700	the
204820	website
205210	that
205420	it
205540	is
205660	specifically
206260	compatible
206860	with
206980	but
207190	then
207310	at
207400	the
207520	end
207550	of
207730	it
207850	is
208060	also
209050	all
209740	PC
210490	racing
210940	games
211150	so
211420	that
211450	is
211810	totally
212410	never
213130	going
213550	back
213580	in
213940	that
213970	packaging
214630	that
214870	much
215110	is
215320	very
215590	clear
215860	what
216550	do
216640	we
216700	got
216850	here
217060	long
217420	periods
218050	of
218230	repetitive
218470	motion
218830	using
219220	an
219400	improperly
219790	set
220000	up
220120	workspace
220510	on
220810	there's
221290	your
221500	s
221680	RW
222070	currency
222670	cool
223150	okay
223960	and
224470	also
224830	seems
225070	to
225130	come
225370	with
225550	a
225580	small
226060	instruction
226330	guide
226780	that's
227020	very
227140	eco-friendly
227530	you
228460	know
228580	small
228970	instruction
229450	guide
229570	so
229690	you
229780	can
229930	tell
230110	they
230230	didn't
230470	cheap
230740	out
230890	on
230920	the
231160	instruction
231640	guide
231790	because
232000	it's
232270	printed
232600	in
232690	color
232920	but
234390	that
235390	they
235510	didn't
235780	want
236020	to
236260	you
236590	know
236680	overdo
237070	the
237220	paper
238560	we
239560	have
239770	dispensed
240220	with
240520	discs
240970	to
241150	save
241330	the
241450	planet
241600	that's
242230	right
242610	don't
243610	bother
243820	throwing
244240	away
244330	the
244480	CD
244780	it
244990	doesn't
245410	come
245530	with
245710	one
245740	you
246010	can
246160	just
246190	download
246730	the
246850	latest
247000	off
247390	of
247630	haha
247900	simraceway
248680	TOCOM
249160	slash
249190	download
249640	underscore
250210	client
250480	there
250840	you
250900	go
251020	getting
251770	started
252280	guide
252460	and
252940	blah
253150	blah
253180	blah
253330	ah
254080	yes
254530	that's
254830	what
255070	we
255160	want
255340	so
255520	this
255940	shows
256238	what
256510	all
256540	of
256779	the
256988	buttons
257260	are
257410	for
257680	by
257858	default
258310	and
258548	what
258670	they
258850	actually
259029	do
259450	this
259988	talks
260290	a
260410	little
260560	bit
260709	about
260858	the
261600	steering
262600	allows
262840	you
262990	to
263140	fine-tune
263500	some
263800	race-based
264340	driving
264729	aids
264850	in
265000	order
265180	to
265400	your
265490	preferences
266030	so
266690	to
267620	change
267860	the
267979	value
268190	of
268220	an
268310	asset
268430	assist
269150	select
269630	using
269780	the
269960	assist
270199	dial
270410	and
270590	then
270710	turn
270949	the
271400	assist
271669	values
272060	dial
272300	to
272479	desired
272870	setting
273229	low
273380	medium
273680	high
273860	or
274070	off
274370	to
275090	turn
275240	all
275360	the
275449	SS
275660	off
275810	select
276289	all
276500	on
277220	the
